,cell_id,x,y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
60,171595,20000,8790,10.584188,4.8957324,2.1824667,2.4433074,4.591677,2.7843513,4.0578003,2.666036,4.1844735,2.689517,7.465147,5.5031734,5.2336884,3.2284381,6.387079,6.445083,5.3289156,5.7134986,5.1864014,6.2903805
61,171607,19980,9148,10.848955,4.5771346,2.3899128,1.7934726,4.0797544,3.1083121,4.4284515,2.4282203,3.5134501,2.139129,8.071644,4.8827767,4.7590737,3.034033,6.7565737,7.1222453,4.9280143,6.181326,4.974802,6.0302477
62,171608,19992,9277,11.074171,4.6645856,2.2227879,2.4134107,4.687305,3.0152931,4.6593857,2.4087877,3.1951737,2.283179,7.0203094,5.831481,4.4897695,3.3102973,5.7660303,6.9045715,5.7223687,5.587261,4.720109,6.0240498
63,171609,19986,9771,10.391009,4.9053135,1.9727412,2.1706038,5.454393,2.7472317,4.7211823,2.6273828,4.0614085,3.167925,6.7277293,6.0806603,5.395478,3.6379714,5.4124203,6.533998,6.0513587,5.420988,5.3388457,5.516711
64,171623,19987,8908,10.788801,4.0359,1.543735,2.2057009,4.7108116,2.7726414,5.0764394,2.3612745,4.506733,2.4157789,7.0149684,6.0746794,4.9028916,3.3208888,5.8187923,5.6280203,5.8820972,5.5245466,4.642875,5.5679436
65,171655,20000,9102,10.920031,5.111138,2.7184813,1.7620687,4.2483315,2.691119,4.617388,2.1979787,3.4664366,2.6725073,7.6473494,5.0252733,4.908124,3.2833846,6.723059,7.296493,5.160131,6.215735,4.6993103,5.892843
66,171663,19992,9046,10.890118,4.3514104,2.1849778,2.324843,4.2839637,2.86546,4.080488,2.7932022,3.5607314,1.7852167,7.167207,5.530314,4.7923236,3.4925265,5.583061,6.8861313,5.8416286,6.1350756,4.944647,5.579828
67,171668,20001,8852,10.265277,4.861619,2.5101397,2.0532253,5.805639,2.689324,5.084196,2.4711943,4.055041,2.48358,7.417977,5.729273,5.722832,3.8314984,5.8019543,6.2726808,5.988973,5.6933722,4.2084026,5.5149264
68,171669,19994,9246,10.884832,4.68839,2.301044,1.8152474,4.138397,2.9161012,4.4130087,2.4333405,3.5218554,2.1741984,7.9418716,4.9185705,4.86521,3.0348234,6.727887,7.188482,5.100232,6.1959705,5.058218,5.9970365
69,171670,19998,9364,10.854338,4.8153596,1.9385637,1.6401821,4.4446387,2.973193,5.0927725,2.351332,3.8595653,2.020236,7.724353,5.4675717,4.7842956,2.7504334,6.0604343,6.391194,5.2873325,5.6778727,4.901984,6.0691
70,171700,19996,9477,10.95029,4.6961975,2.3820114,1.8932961,4.056075,2.7293544,4.1848693,2.4722972,3.6046753,2.3578722,8.083313,4.670194,4.957759,3.1773539,6.7632833,7.0477433,4.9194646,6.1447287,4.955073,6.1284056
71,171716,20007,9172,10.853435,4.5142775,2.3150725,1.8239967,4.0145907,3.0082524,4.2901626,2.4175642,3.5494027,2.1933503,8.169816,4.81021,4.7750654,3.0527809,6.8275886,7.0779753,4.868051,6.2866254,5.069697,6.0182743
72,171724,20002,9224,10.7762575,4.5927916,2.3868563,1.7980448,4.188296,3.026586,4.6012416,2.3833635,3.4896407,2.1890738,8.037756,4.9832926,4.9639096,3.161767,6.852001,7.103324,4.9408436,6.168908,4.930959,5.913489
73,171725,20001,9320,10.855222,4.3573265,1.3427005,1.839021,4.671778,2.7460709,4.880221,2.5729308,4.1992173,1.9026691,7.3430815,5.7377625,4.8799915,2.9055426,5.890302,6.0851927,5.9610457,5.4678087,4.761702,5.679118
74,171734,20002,8877,10.872991,5.045264,2.2515786,1.8202173,4.4616623,2.708438,4.7487144,2.4929929,3.8542266,2.3758826,7.554084,5.291231,5.173821,3.1410308,6.104702,7.0200243,5.3903055,5.9968724,4.870337,5.508619
75,171749,20002,9842,10.299399,5.6534877,2.2696612,1.9898227,4.9610023,2.4018483,5.125298,2.3863196,4.4144225,2.3307245,6.7347994,5.6326175,5.529949,3.254193,5.8726234,6.4860883,5.839429,6.02361,4.4416695,5.4577956
76,171754,20009,8768,10.772271,4.8433366,1.9318249,1.8761432,4.6336756,2.6470766,4.42394,2.4462402,3.7883008,2.2709537,7.829819,4.9814844,5.237962,3.188734,6.4551787,6.5734434,5.3490458,5.8994393,4.7999268,5.938645
77,171760,20008,8704,10.640365,5.0491123,2.1047542,1.8897836,4.937794,2.692332,5.4213276,2.2296305,4.2512565,2.2199926,6.6516857,5.4774623,5.6302114,3.4051332,6.5098467,6.835056,5.827161,6.114082,4.3099093,5.6515126
78,171770,20016,8789,10.804142,4.876723,1.5384518,1.7860985,4.9846063,2.4725902,4.981803,2.4729562,5.098596,2.3149607,6.8932195,6.0861993,5.3819637,3.260394,5.423339,5.939906,5.38877,5.9433136,5.220229,5.6839733
79,171771,20010,9439,10.591913,4.7467194,2.3714197,1.8919939,5.6256495,2.791186,4.984646,2.403695,4.5419765,2.3585377,7.190157,5.34538,5.7001987,3.6295495,6.0111246,6.379959,5.809175,6.362899,4.035607,5.673511
80,171791,20007,8738,10.879998,4.8041267,1.64992,1.7443706,4.9998384,2.934237,4.728085,2.816883,3.531042,2.2937934,7.33952,5.5699763,4.738651,2.8963506,5.5725884,6.363118,6.0707917,5.8802166,4.425857,5.4655647
81,171805,20018,8903,10.914756,4.6009316,2.383598,1.8746517,3.9396553,2.883122,4.183588,2.4760962,3.4686494,2.3586118,8.267122,4.60241,4.8582654,3.1014035,6.9530926,7.144615,4.7329974,6.2522535,5.0131826,6.1155715
82,171828,20017,9765,10.142212,4.286368,2.2352786,2.110482,5.2275596,2.6403346,5.026308,2.5457184,4.0958033,2.5952551,7.5225854,5.7722397,5.7558026,3.497255,6.012357,6.208472,5.068199,5.721354,5.2801557,5.949926
83,171837,20016,8853,10.761053,4.855057,2.0722916,2.162015,4.5436306,2.588447,4.338294,2.4900894,3.844421,2.7070034,7.0746856,4.9683585,5.2241063,3.7054763,6.3486605,6.4385743,5.745377,6.248853,4.4275475,5.6615596
84,171838,20003,8977,10.956468,4.60588,2.3965795,1.8530172,3.9417222,2.8753986,4.1176023,2.4960706,3.4848864,2.2968607,8.358763,4.537213,4.9070044,3.0601332,6.98697,7.18723,4.6880193,6.205639,5.006093,6.174987
85,171839,20014,9288,10.57972,4.854649,2.1480799,1.6802291,4.7361503,2.8805296,5.14882,2.6662228,4.108575,2.5054083,7.0183287,5.9600463,4.890567,3.3493395,5.31163,5.916297,5.895745,5.588494,5.0523806,5.3949175
86,171840,20017,9532,10.439922,4.588465,2.3684719,2.1640732,5.1349,2.427703,4.404761,2.5078387,4.0202327,2.1773345,7.3171616,5.627363,5.534347,3.685155,5.921744,6.5767837,5.5064173,6.0363293,5.317622,6.16843
87,171853,20019,9238,10.742465,4.7510815,1.844279,2.4084384,5.1018486,3.1411204,4.793784,2.3727648,4.47602,2.9508111,6.3778105,5.9961066,5.1864314,3.77636,6.0821,5.6804814,6.1342707,5.049825,4.706441,5.8853526
88,171863,20024,9512,10.631695,5.212198,2.1586447,1.8542283,4.57615,2.7998395,5.237447,2.5244641,4.618713,2.2572312,7.119132,5.6728783,5.2258277,3.024675,5.5961447,6.559243,5.4469466,5.546338,4.617342,5.653277
89,171870,20021,8757,10.936329,5.072265,2.4233544,2.2224672,4.7128086,2.438198,4.1986203,2.5007858,3.802682,2.1514525,7.4748526,5.16273,5.073584,3.3577325,6.067754,7.096476,5.4924307,5.9391747,5.282102,6.407515
90,171871,20023,9341,10.864299,3.949785,1.9277751,1.9537636,5.285188,2.7632086,4.8805356,2.1893213,4.4787617,2.355708,6.968171,5.5853915,4.7119718,3.49288,5.3960137,6.1365247,5.7195888,5.5721884,4.484384,5.9217005
91,171880,20025,9087,10.929898,4.627796,1.6436319,1.8937138,4.7829747,2.6172564,4.504315,2.6636875,3.8889894,1.6555367,7.2227182,5.397247,5.3921995,3.0335371,6.1422143,7.1583576,6.3755007,6.150331,5.1813374,5.811465
92,171900,20012,8923,10.962287,4.5483027,2.3222213,1.8677287,4.0025697,2.8406694,4.0261297,2.5383234,3.5549176,2.2608786,8.379838,4.439491,4.965468,3.065934,6.972183,7.094374,4.690769,6.173986,4.9975605,6.267396
93,171911,20030,8708,10.36944,4.475704,2.4337122,2.3926256,4.9048705,2.5433962,4.3700414,2.444147,3.608969,2.0264914,7.249918,5.6819253,4.8990917,3.68281,5.8208995,6.469602,5.685654,6.240257,5.155075,6.0752363
94,171912,20028,9904,10.50477,5.2396355,3.072044,1.5987774,5.064987,2.6327748,5.4168024,1.8363991,3.7261133,2.806995,7.0662556,5.492674,4.736562,3.2653131,6.0180593,6.4371653,5.56024,5.933998,4.666923,5.6108
95,171920,20026,9161,10.578069,4.800384,1.9109426,1.9175878,4.47652,1.95591,4.398747,2.6227658,3.8901222,2.7294528,6.088109,5.1255965,5.5396338,3.2261765,5.9615498,6.531519,6.55362,5.7220035,4.144156,6.1282926
96,171940,20032,8888,10.984294,4.5159764,2.196755,2.023837,3.97724,2.761235,3.8294897,2.6107197,3.6594932,2.3453126,8.387274,4.334742,5.0222363,3.1603231,7.013101,6.934348,4.6777925,6.1758823,4.995935,6.355519
97,171952,20034,8827,10.961166,4.5821114,2.1995013,2.0277467,4.0937853,2.7986956,3.9016862,2.571461,3.721603,2.3689148,8.222547,4.4640293,5.0537353,3.222905,6.926879,6.840152,4.8101606,6.095651,4.9838347,6.3261724
98,171966,20032,9295,10.844926,4.865038,1.7605653,2.067704,4.4967666,2.5664387,4.339945,2.5372949,4.4369817,2.4055696,6.975446,5.4307866,5.141595,3.2368383,6.0450106,6.3984017,5.8108587,5.667129,5.037502,5.99113
99,171967,20040,9397,11.140979,5.364131,2.1858747,1.9037429,5.20128,2.664812,5.176004,2.8310905,3.786691,1.7983983,6.693091,6.1521893,5.5182185,3.2924027,4.7561884,6.5752053,6.024918,6.0979056,4.9540315,6.445651
100,171972,20035,9035,10.914171,4.5222106,2.3344905,1.8091495,3.931152,2.9912307,4.311721,2.443413,3.6188183,2.240162,8.226223,4.7907066,4.775386,2.9955895,6.8416615,7.1100435,4.7902575,6.228085,5.0198765,6.0116343
101,171982,20031,8727,10.856631,4.7856565,2.2759197,2.2211068,4.227025,3.2629418,4.267267,2.7554407,3.8361087,2.034426,7.5158105,5.0168943,4.6741395,3.1661456,6.0395684,6.7140126,5.48886,6.0811105,4.552932,5.8495464
102,171983,20040,9219,10.502296,4.6305676,2.5683362,2.1477814,4.728096,3.060101,4.6982985,2.8382812,4.605862,2.7985153,7.3856983,5.9681845,5.876574,3.1346288,6.198893,6.59894,5.298327,5.3537273,5.1133885,6.3330417
103,171984,20036,9379,10.667419,4.309789,2.3352053,2.3358169,4.578742,2.8147926,4.3588414,2.537366,3.5528169,1.8552141,7.345758,5.7396984,4.7609205,3.5569131,5.768259,6.6205096,5.7070255,6.1455383,5.024246,5.843605
104,171991,20035,9137,10.59626,4.6939526,1.9139042,1.6473559,5.3861065,2.7882075,5.0993614,2.696007,4.2572784,2.8827507,6.819272,6.1816998,5.200213,3.5719585,4.673777,6.5680866,6.0814037,5.582487,5.4763646,5.429886
105,172008,20040,8751,10.505894,4.482523,2.2820885,2.039159,4.1645584,2.9720397,4.493863,2.8303626,4.6584983,2.885023,7.6095862,5.6768007,5.377673,3.255211,6.1860223,6.622449,5.4908395,5.3654103,5.1583037,5.577999
106,172013,20036,9352,10.87123,4.5612493,2.6336114,2.0838675,4.8064756,3.2569249,4.991831,2.4196165,4.297706,2.6799507,7.1292872,5.915767,5.5529804,3.5209577,6.2893434,6.2826185,5.7253714,5.416666,4.209265,6.20371
107,172017,20040,8854,10.978765,4.545882,2.2519722,1.9655621,3.9859412,2.7916188,3.9030185,2.5776536,3.6288042,2.3284073,8.384317,4.3751698,5.0171137,3.1380632,7.0083237,7.0047235,4.6710014,6.180993,5.0039883,6.315485
108,172026,20050,8958,10.9602,4.582681,2.2764382,1.9078126,4.1062803,2.77893,4.0406666,2.5563226,3.5860507,2.2476223,8.291242,4.521735,5.0412602,3.0889826,6.881713,7.079892,4.8331738,6.087872,4.9412146,6.254239
109,172027,20042,8978,10.456261,4.937904,2.3409643,2.359526,4.98669,2.439032,4.094103,2.624211,3.8669739,2.4667962,7.451395,5.4839697,5.2630534,3.4792168,5.938162,6.5571127,5.3805857,5.7677894,5.6407948,6.472467
110,172028,20040,9479,10.825496,5.259542,1.6984572,2.1995301,4.661017,2.6438346,4.0661545,2.6206856,4.396075,2.3286834,7.3302145,5.2262383,5.331299,3.1248682,6.246739,6.4014926,5.4210353,5.857416,5.001731,6.183597
111,172036,20048,9248,10.673876,5.137642,2.0001855,2.2347257,4.9375215,3.013568,4.682488,2.7261388,4.87302,2.1183896,7.1645594,5.888532,5.4872365,3.19927,5.8124228,6.159123,5.51544,5.7132344,4.84879,5.942322
